id,Age
74051,7.772295970596687
74052,7.6591332028451795
74053,10.382794560589769
74054,9.53486535764063
74055,7.470076043658065
74056,12.2414061123987
74057,10.453111701188194
74058,8.447399066382665
74059,11.99377358803131
74060,10.386484192744987
74061,13.149935748874398
74062,9.819339236728506
74063,4.8847016772511775
74064,12.855817595571946
74065,5.579504203139998
74066,6.419354146112161
74067,10.81672022529847
74068,11.828300195572687
74069,10.576380142731939
74070,10.118811874639002
74071,15.721526832965417
74072,9.50107218813923
74073,8.881930477960102
74074,8.61928796227802
74075,13.004237750742345
74076,9.430934236908186
74077,13.984924085858282
74078,11.887533936634036
74079,9.310728283627949
74080,10.791561667957804
74081,11.02795700505753
74082,9.283565793746009
74083,9.383474978472545
74084,13.352835568396102
74085,11.812547142066592
74086,6.767291461351422
74087,9.316460005396227
74088,11.554819612642254
74089,9.097574800619077
74090,10.204081209313756
74091,7.70032021944921
74092,9.355950216362714
74093,11.20422412888972
74094,10.32551114618797
74095,17.540697112755005
74096,10.864045623783127
74097,6.560975025516543
74098,6.154453361829516
74099,13.268582994905575
74100,10.355706338357624
74101,9.846444902901716
74102,9.910038442531311
74103,9.070532104459042
74104,10.219385104435146
74105,8.807330560472545
74106,11.859781038891338
74107,10.108421799400077
74108,5.888714159464934
74109,9.322088481856362
74110,6.138616752059782
74111,11.394265757203573
74112,6.808958595378719
74113,8.88625278505989
74114,10.957279207027572
74115,8.348679719933306
74116,8.965360291726068
74117,13.647758084346279
74118,10.973545960167213
74119,8.984240197771996
74120,15.74083160609295
74121,10.459560599203574
74122,6.8760060628380915
74123,12.004553048316374
74124,5.51257322799244
74125,7.406249921106085
74126,7.144845425407961
74127,11.64592789222285
74128,11.495014505352163
74129,9.603067441353364
74130,11.090886104417745
74131,11.062029775534484
74132,7.564177130998285
74133,10.297796497014089
74134,11.722203264641816
74135,4.80102183349347
74136,6.90345943389277
74137,5.928674401670075
74138,16.55992678906401
74139,10.543129182321977
74140,13.540373396124771
74141,9.695362188519702
74142,11.143359847333588
74143,15.015592224870318
74144,15.643976992353238
74145,11.485844343836103
74146,8.180892866416897
74147,10.558910416890626
74148,6.0115053300297046
74149,10.807829012071622
74150,7.9547168781764706
74151,7.340242900768977
74152,13.506282399817866
74153,11.135004229239648
74154,8.050027505975176
74155,6.805246504916466
74156,12.820835775095443
74157,11.099821206029459
74158,13.619470541824494
74159,10.251510937878948
74160,13.071213766908684
74161,10.98630540540861
74162,9.728719409021103
74163,10.52994792222777
74164,9.590780600998329
74165,10.855303939486836
74166,8.772836941410134
74167,11.038204276536742
74168,10.47294591393073
74169,11.727756782066454
74170,10.104571662479263
74171,12.64883286222701
74172,11.64330956663213
74173,8.262678410230938
74174,12.165705416137616
74175,9.56558230897009
74176,9.919402998566747
74177,11.126350181776662
74178,12.00654923168544
74179,13.887366256901917
74180,5.871304302528635
74181,8.754804590581365
74182,10.181860393481784
74183,7.386773410595902
74184,11.792681985977346
74185,12.101697198387011
74186,10.95293449855258
74187,8.87699766425046
74188,13.038864986652023
74189,5.994958358685349
74190,9.106963546385462
74191,11.27022671402823
74192,12.339891333701964
74193,9.243202260281041
74194,4.854263369271321
74195,11.931250217551849
74196,11.942266914982941
74197,10.650672940115829
74198,7.247258422190496
74199,10.01677660137339
74200,11.419979059087884
74201,9.055890519227702
74202,12.040436520636892
74203,11.199057204965152
74204,10.4996677743971
74205,10.509660356113404
74206,9.728455427752742
74207,9.004321075203839
74208,12.675790011143288
74209,15.790528765227041
74210,10.625088133148235
74211,6.932422102397832
74212,9.070607065998718
74213,10.397597358097757
74214,12.677198434948288
74215,8.493633830838453
74216,7.710801705566613
74217,15.73735333710767
74218,11.739117668906655
74219,8.430276637474538
74220,15.137792697399398
74221,7.505456987969333
74222,10.66307441541302
74223,9.566059786329966
74224,8.702704305554038
74225,10.772576362869039
74226,10.170144252925956
74227,11.233673162923736
74228,4.897964009168739
74229,11.957451362589115
74230,10.54334480460885
74231,8.217694453471866
74232,10.146658280959475
74233,6.8215601496834335
74234,10.17066309666243
74235,12.182908037567202
74236,7.980076878832779
74237,9.053299713236239
74238,10.578849781089051
74239,6.627675630784239
74240,7.765316040756806
74241,7.746429569582217
74242,12.704849182663128
74243,10.684204436967292
74244,7.102891863712786
74245,11.264843771038588
74246,9.338993541908835
74247,9.067782341063664
74248,8.653231158622834
74249,13.801354241181304
74250,9.650614092232788
74251,14.728136235740159
74252,7.960350188748015
74253,11.945290439586042
74254,11.04783572974329
74255,11.111718950225562
74256,11.30192181533042
74257,12.25297738657164
74258,4.725189883119789
74259,11.564938580270105
74260,8.370908048422251
74261,7.423337546684923
74262,4.976124073620857
74263,11.378695269364417
74264,11.128300461057034
74265,11.804150372814671
74266,8.713451602530048
74267,11.793257005430338
74268,6.919095972972583
74269,7.451015629348838
74270,8.768141362819472
74271,11.542640223644966
74272,16.428344228607628
74273,6.84597460074745
74274,14.12438524565879
74275,8.646166972253996
74276,7.895525563907723
74277,9.385247122909611
74278,12.870231251368871
74279,11.324460333227417
74280,12.511602491490834
74281,13.699482423226634
74282,12.332875687639731
74283,11.181092301448817
74284,7.842290832912104
74285,7.621614984259733
74286,11.167160167684706
74287,10.291194761699803
74288,12.200692290773993
74289,7.939403258341273
74290,11.389927706442734
74291,11.310716858632635
74292,10.174854436256151
74293,7.6173614322051435
74294,10.730863461140032
74295,13.178492596886091
74296,11.965861477821022
74297,10.944779716523648
74298,15.8936347748078
74299,11.251829343007628
74300,9.360626662433836
74301,10.278117499927564
74302,9.894711240263115
74303,9.966982665430208
74304,12.473835484417492
74305,9.612038864684415
74306,8.97780292645929
74307,8.291369612516789
74308,11.77314935552386
74309,10.584440225072179
74310,16.43675395810437
74311,8.634688233630868
74312,13.922160102431903
74313,11.853458622778259
74314,10.752273797868911
74315,9.688915741040123
74316,8.315845536440943
74317,10.023708119960016
74318,11.930938645984362
74319,12.67276698195349
74320,7.6785112297338465
74321,7.693273927778735
74322,11.52026128298544
74323,11.57439004394275
74324,12.376910982307535
74325,8.836831150622068
74326,6.789728022018857
74327,10.381872891644555
74328,10.583201511337728
74329,9.16668556529816
74330,8.367396879324255
74331,5.935961214960397
74332,10.836520099046414
74333,14.457674084552167
74334,12.116261190152624
74335,11.25285427762401
74336,8.511813841799121
74337,8.608880336276648
74338,10.0441500126635
74339,9.702629324849934
74340,8.629497603011522
74341,9.255183040629475
74342,8.66620391527404
74343,8.842367647346201
74344,11.374692538573292
74345,9.972635821700772
74346,7.407290699632317
74347,12.336676409088401
74348,10.542457722430854
74349,8.4969371090046
74350,11.051850845277292
74351,12.686502582406217
74352,13.880393508790451
74353,10.49403115640622
74354,12.868667766852717
74355,7.221462268183688
74356,6.160993744810893
74357,10.202719213921998
74358,7.0986431411862245
74359,8.973815736691897
74360,8.633767992759259
74361,10.872807449297376
74362,8.333218720117413
74363,9.10478521442314
74364,10.141939568936685
74365,6.158078264418107
74366,5.913530950772758
74367,8.12109051223962
74368,8.577249435940683
74369,9.176104783731514
74370,11.876212836686392
74371,10.837784915758103
74372,10.47898413430504
74373,10.225907779052708
74374,9.091762492155038
74375,7.549162700750873
74376,11.599106873803745
74377,10.435074804931677
74378,14.01401721388848
74379,11.78402056670901
74380,9.922190456143088
74381,9.329804667049132
74382,12.016930976627979
74383,8.202799302857402
74384,10.734374278378466
74385,9.924817304934347
74386,13.01054895214564
74387,11.566772351397073
74388,6.924575935965821
74389,9.174803238985538
74390,6.2558489636116095
74391,8.308720700238045
74392,9.241878973000563
74393,12.655222062542464
74394,7.057847297650154
74395,9.358347831043513
74396,10.046863302816645
74397,7.453717936501818
74398,9.48079340247808
74399,11.824909744715757
74400,12.557988514289733
74401,7.518265924821707
74402,8.060485576565341
74403,10.307910534728805
74404,7.167391122677256
74405,18.14615121577797
74406,5.49478596211428
74407,9.208034661252185
74408,10.009620867844525
74409,12.854462580115094
74410,10.601728881475708
74411,11.457029112947126
74412,10.317858142568106
74413,10.846288151821426
74414,11.490859935780023
74415,13.170102200831561
74416,10.927993594905118
74417,16.772450322490442
74418,8.37952431982576
74419,10.715507311142265
74420,10.503515839805361
74421,9.978581582967724
74422,5.871957264692067
74423,9.3564017757713
74424,7.734477314031546
74425,7.69362649020396
